,site12_(1-4/5-3),site12_(1-4),site12_(custom/0),site12_(1-4/5-4),site12_(custom/5-4),site12_(custom1/5-4),site12_(10/custom/5-4),site12_personal(custom/5-4),site12_personal(1-4/5-4),site12_personal(1-4/custom)
92,0.92,0.9,0.9,0.92,0.92,0.86,0.92,0.9,0.92,0.92
93,0.02,0.2199999999999999,0.2199999999999999,0.02,0.04,0.18,0.02,0.24,0.04,0.06
94,0.16,0.14,0.18,0.12,0.12,0.06,0.14,0.18,0.06,0.12
95,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0
96,0.98,0.12,0.12,0.92,0.92,0.04,0.92,0.92,0.92,0.92
97,0.8,0.4,0.52,0.84,0.9,0.52,0.84,0.88,0.94,0.92
98,0.2199999999999999,0.02,0.02,0.04,0.04,0.06,0.04,0.04,0.04,0.04
99,0.0,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0
100,0.8200000000000001,0.86,0.84,0.98,0.98,0.8200000000000001,0.96,0.92,0.96,0.96
101,1.0,0.98,0.98,1.0,1.0,0.94,1.0,1.0,1.0,1.0
102,0.1999999999999999,0.0799999999999999,0.12,0.14,0.14,0.04,0.16,0.12,0.14,0.14
